ts,value,namespace
1666196529,283,project-szn5w
1666196544,288,project-szn5w
1666196559,305,project-szn5w
1666196574,314,project-szn5w
1666196589,324,project-szn5w
1666196604,330,project-szn5w
1666196619,341,project-szn5w
1666196634,350,project-szn5w
1666196649,367,project-szn5w
1666196664,375,project-szn5w
1666196679,388,project-szn5w
1666196694,390,project-szn5w
1666196709,390,project-szn5w
1666196724,390,project-szn5w
1666196739,390,project-szn5w
1666196754,390,project-szn5w
1666196769,390,project-szn5w
1666196784,390,project-szn5w
1666196799,390,project-szn5w
1666196814,390,project-szn5w
1666196829,390,project-szn5w
1666196844,390,project-szn5w
1666196859,390,project-szn5w
1666196874,390,project-szn5w
1666196889,390,project-szn5w
1666196904,390,project-szn5w
1666196919,390,project-szn5w
1666196934,390,project-szn5w
1666196949,390,project-szn5w
1666196964,390,project-szn5w
1666196979,390,project-szn5w
1666196064,0,project-vm787
1666196079,0,project-vm787
1666196094,3,project-vm787
1666196109,19,project-vm787
1666196124,25,project-vm787
1666196139,41,project-vm787
1666196154,50,project-vm787
1666196169,67,project-vm787
1666196184,76,project-vm787
1666196199,86,project-vm787
1666196214,92,project-vm787
1666196229,104,project-vm787
1666196244,109,project-vm787
1666196259,125,project-vm787
1666196274,135,project-vm787
1666196289,144,project-vm787
1666196304,153,project-vm787
1666196319,165,project-vm787
1666196334,170,project-vm787
1666196349,177,project-vm787
1666196364,189,project-vm787
1666196379,200,project-vm787
1666196394,208,project-vm787
1666196409,216,project-vm787
1666196424,220,project-vm787
1666196439,234,project-vm787
1666196454,237,project-vm787
1666196469,245,project-vm787
1666196484,248,project-vm787
1666196499,263,project-vm787
1666196514,268,project-vm787
1666196529,278,project-vm787
1666196544,284,project-vm787
1666196559,296,project-vm787
1666196574,304,project-vm787
1666196589,313,project-vm787
1666196604,318,project-vm787
1666196619,328,project-vm787
1666196634,333,project-vm787
1666196649,345,project-vm787
1666196664,352,project-vm787
1666196679,359,project-vm787
1666196694,361,project-vm787
1666196709,361,project-vm787
1666196724,361,project-vm787
1666196739,361,project-vm787
1666196754,361,project-vm787
1666196769,361,project-vm787
1666196784,361,project-vm787
1666196799,361,project-vm787
1666196814,361,project-vm787
1666196829,361,project-vm787
1666196844,361,project-vm787
1666196859,361,project-vm787
1666196874,361,project-vm787
1666196889,361,project-vm787
1666196904,361,project-vm787
1666196919,361,project-vm787
1666196934,361,project-vm787
1666196949,361,project-vm787
1666196964,361,project-vm787
1666196979,361,project-vm787
1666196064,0,project-wpjbt
1666196079,0,project-wpjbt
1666196094,5,project-wpjbt
1666196109,14,project-wpjbt
1666196124,22,project-wpjbt
1666196139,31,project-wpjbt
1666196154,39,project-wpjbt
1666196169,55,project-wpjbt
1666196184,59,project-wpjbt
1666196199,78,project-wpjbt
1666196214,86,project-wpjbt
1666196229,101,project-wpjbt
1666196244,102,project-wpjbt
1666196259,123,project-wpjbt
1666196274,125,project-wpjbt
1666196289,146,project-wpjbt
1666196304,147,project-wpjbt
1666196319,160,project-wpjbt
1666196334,165,project-wpjbt
1666196349,185,project-wpjbt
1666196364,192,project-wpjbt
1666196379,202,project-wpjbt
1666196394,205,project-wpjbt
1666196409,223,project-wpjbt
1666196424,229,project-wpjbt
1666196439,248,project-wpjbt
1666196454,253,project-wpjbt
1666196469,265,project-wpjbt
1666196484,269,project-wpjbt
1666196499,275,project-wpjbt
1666196514,280,project-wpjbt
1666196529,292,project-wpjbt
1666196544,294,project-wpjbt
1666196559,308,project-wpjbt
1666196574,314,project-wpjbt
1666196589,327,project-wpjbt
1666196604,335,project-wpjbt
1666196619,346,project-wpjbt
1666196634,352,project-wpjbt
1666196649,372,project-wpjbt
1666196664,379,project-wpjbt
1666196679,394,project-wpjbt
1666196694,399,project-wpjbt
1666196709,399,project-wpjbt
1666196724,399,project-wpjbt
1666196739,399,project-wpjbt
1666196754,399,project-wpjbt
1666196769,399,project-wpjbt
1666196784,399,project-wpjbt
1666196799,399,project-wpjbt
1666196814,399,project-wpjbt
1666196829,399,project-wpjbt
1666196844,399,project-wpjbt
1666196859,399,project-wpjbt
1666196874,399,project-wpjbt
1666196889,399,project-wpjbt
1666196904,399,project-wpjbt
1666196919,399,project-wpjbt
1666196934,399,project-wpjbt
1666196949,399,project-wpjbt
1666196964,399,project-wpjbt
1666196979,399,project-wpjbt
1666196064,0,project-xdr4l
1666196079,0,project-xdr4l
1666196094,4,project-xdr4l
1666196109,15,project-xdr4l
1666196124,21,project-xdr4l
1666196139,34,project-xdr4l
1666196154,43,project-xdr4l
1666196169,60,project-xdr4l
1666196184,67,project-xdr4l
1666196199,82,project-xdr4l
1666196214,89,project-xdr4l
1666196229,106,project-xdr4l
1666196244,114,project-xdr4l
1666196259,130,project-xdr4l
1666196274,140,project-xdr4l
1666196289,147,project-xdr4l
1666196304,155,project-xdr4l
1666196319,172,project-xdr4l
1666196334,179,project-xdr4l
1666196349,188,project-xdr4l
1666196364,191,project-xdr4l
1666196379,208,project-xdr4l
1666196394,215,project-xdr4l
1666196409,230,project-xdr4l
1666196424,240,project-xdr4l
1666196439,254,project-xdr4l
1666196454,264,project-xdr4l
1666196469,281,project-xdr4l
1666196484,292,project-xdr4l
1666196499,302,project-xdr4l
1666196514,312,project-xdr4l
1666196529,328,project-xdr4l
1666196544,338,project-xdr4l
1666196559,353,project-xdr4l
1666196574,368,project-xdr4l
1666196589,377,project-xdr4l
1666196604,386,project-xdr4l
1666196619,402,project-xdr4l
1666196634,412,project-xdr4l
1666196649,424,project-xdr4l
1666196664,429,project-xdr4l
1666196679,442,project-xdr4l
1666196694,445,project-xdr4l
1666196709,445,project-xdr4l
1666196724,445,project-xdr4l
1666196739,445,project-xdr4l
1666196754,445,project-xdr4l
1666196769,445,project-xdr4l
1666196784,445,project-xdr4l
1666196799,445,project-xdr4l
1666196814,445,project-xdr4l
1666196829,445,project-xdr4l
1666196844,445,project-xdr4l
1666196859,445,project-xdr4l
1666196874,445,project-xdr4l
1666196889,445,project-xdr4l
1666196904,445,project-xdr4l
1666196919,445,project-xdr4l
1666196934,445,project-xdr4l
1666196949,445,project-xdr4l
1666196964,445,project-xdr4l
1666196979,445,project-xdr4l
1666196064,0,project-zqpt7
1666196079,0,project-zqpt7
1666196094,1,project-zqpt7
1666196109,13,project-zqpt7
1666196124,18,project-zqpt7
1666196139,30,project-zqpt7
1666196154,37,project-zqpt7
1666196169,50,project-zqpt7
1666196184,56,project-zqpt7
1666196199,70,project-zqpt7
1666196214,73,project-zqpt7
1666196229,82,project-zqpt7
1666196244,87,project-zqpt7
1666196259,97,project-zqpt7
1666196274,105,project-zqpt7
1666196289,115,project-zqpt7
1666196304,121,project-zqpt7
1666196319,133,project-zqpt7
1666196334,137,project-zqpt7
1666196349,147,project-zqpt7
1666196364,153,project-zqpt7
1666196379,167,project-zqpt7
1666196394,176,project-zqpt7
1666196409,188,project-zqpt7
1666196424,195,project-zqpt7
1666196439,206,project-zqpt7
1666196454,212,project-zqpt7
1666196469,224,project-zqpt7
1666196484,234,project-zqpt7
1666196499,242,project-zqpt7
1666196514,249,project-zqpt7
1666196529,258,project-zqpt7
1666196544,266,project-zqpt7
1666196559,279,project-zqpt7
1666196574,287,project-zqpt7
1666196589,296,project-zqpt7
1666196604,303,project-zqpt7
1666196619,313,project-zqpt7
1666196634,319,project-zqpt7
1666196649,335,project-zqpt7
1666196664,348,project-zqpt7
1666196679,373,project-zqpt7
1666196694,380,project-zqpt7
1666196709,380,project-zqpt7
1666196724,380,project-zqpt7
1666196739,380,project-zqpt7
1666196754,380,project-zqpt7
1666196769,380,project-zqpt7
1666196784,380,project-zqpt7
1666196799,380,project-zqpt7
1666196814,380,project-zqpt7
1666196829,380,project-zqpt7
1666196844,380,project-zqpt7
1666196859,380,project-zqpt7
1666196874,380,project-zqpt7
1666196889,380,project-zqpt7
1666196904,380,project-zqpt7
1666196919,380,project-zqpt7
1666196934,380,project-zqpt7
1666196949,380,project-zqpt7
1666196964,380,project-zqpt7
1666196979,380,project-zqpt7
