ts,value,namespace
1666194450,183,project-tnrbv
1666194465,199,project-tnrbv
1666194480,209,project-tnrbv
1666194495,223,project-tnrbv
1666194510,228,project-tnrbv
1666194525,242,project-tnrbv
1666194540,247,project-tnrbv
1666194555,262,project-tnrbv
1666194570,272,project-tnrbv
1666194585,285,project-tnrbv
1666194600,287,project-tnrbv
1666194615,303,project-tnrbv
1666194630,309,project-tnrbv
1666194645,320,project-tnrbv
1666194660,329,project-tnrbv
1666194675,344,project-tnrbv
1666194690,350,project-tnrbv
1666194705,361,project-tnrbv
1666194720,365,project-tnrbv
1666194735,380,project-tnrbv
1666194750,387,project-tnrbv
1666194765,404,project-tnrbv
1666194780,406,project-tnrbv
1666194795,406,project-tnrbv
1666194810,406,project-tnrbv
1666194825,406,project-tnrbv
1666194840,406,project-tnrbv
1666194855,406,project-tnrbv
1666194870,406,project-tnrbv
1666194885,406,project-tnrbv
1666194900,406,project-tnrbv
1666194915,406,project-tnrbv
1666194930,406,project-tnrbv
1666194945,406,project-tnrbv
1666194960,406,project-tnrbv
1666194975,406,project-tnrbv
1666194990,406,project-tnrbv
1666195005,406,project-tnrbv
1666195020,406,project-tnrbv
1666195035,406,project-tnrbv
1666195050,406,project-tnrbv
1666195065,406,project-tnrbv
1666194150,0,project-tqr95
1666194165,0,project-tqr95
1666194180,5,project-tqr95
1666194195,21,project-tqr95
1666194210,28,project-tqr95
1666194225,43,project-tqr95
1666194240,47,project-tqr95
1666194255,61,project-tqr95
1666194270,64,project-tqr95
1666194285,77,project-tqr95
1666194300,82,project-tqr95
1666194315,94,project-tqr95
1666194330,106,project-tqr95
1666194345,126,project-tqr95
1666194360,134,project-tqr95
1666194375,144,project-tqr95
1666194390,150,project-tqr95
1666194405,164,project-tqr95
1666194420,172,project-tqr95
1666194435,189,project-tqr95
1666194450,192,project-tqr95
1666194465,203,project-tqr95
1666194480,206,project-tqr95
1666194495,216,project-tqr95
1666194510,223,project-tqr95
1666194525,240,project-tqr95
1666194540,243,project-tqr95
1666194555,263,project-tqr95
1666194570,270,project-tqr95
1666194585,281,project-tqr95
1666194600,289,project-tqr95
1666194615,304,project-tqr95
1666194630,308,project-tqr95
1666194645,311,project-tqr95
1666194660,317,project-tqr95
1666194675,329,project-tqr95
1666194690,335,project-tqr95
1666194705,346,project-tqr95
1666194720,349,project-tqr95
1666194735,355,project-tqr95
1666194750,362,project-tqr95
1666194765,378,project-tqr95
1666194780,381,project-tqr95
1666194795,381,project-tqr95
1666194810,381,project-tqr95
1666194825,381,project-tqr95
1666194840,381,project-tqr95
1666194855,381,project-tqr95
1666194870,381,project-tqr95
1666194885,381,project-tqr95
1666194900,381,project-tqr95
1666194915,381,project-tqr95
1666194930,381,project-tqr95
1666194945,381,project-tqr95
1666194960,381,project-tqr95
1666194975,381,project-tqr95
1666194990,381,project-tqr95
1666195005,381,project-tqr95
1666195020,381,project-tqr95
1666195035,381,project-tqr95
1666195050,381,project-tqr95
1666195065,381,project-tqr95
1666194150,0,project-z79wm
1666194165,0,project-z79wm
1666194180,7,project-z79wm
1666194195,27,project-z79wm
1666194210,32,project-z79wm
1666194225,48,project-z79wm
1666194240,53,project-z79wm
1666194255,64,project-z79wm
1666194270,70,project-z79wm
1666194285,72,project-z79wm
1666194300,77,project-z79wm
1666194315,90,project-z79wm
1666194330,95,project-z79wm
1666194345,104,project-z79wm
1666194360,110,project-z79wm
1666194375,121,project-z79wm
1666194390,130,project-z79wm
1666194405,142,project-z79wm
1666194420,154,project-z79wm
1666194435,163,project-z79wm
1666194450,171,project-z79wm
1666194465,177,project-z79wm
1666194480,184,project-z79wm
1666194495,201,project-z79wm
1666194510,206,project-z79wm
1666194525,210,project-z79wm
1666194540,218,project-z79wm
1666194555,229,project-z79wm
1666194570,236,project-z79wm
1666194585,250,project-z79wm
1666194600,259,project-z79wm
1666194615,276,project-z79wm
1666194630,286,project-z79wm
1666194645,300,project-z79wm
1666194660,307,project-z79wm
1666194675,315,project-z79wm
1666194690,323,project-z79wm
1666194705,334,project-z79wm
1666194720,340,project-z79wm
1666194735,348,project-z79wm
1666194750,352,project-z79wm
1666194765,371,project-z79wm
1666194780,372,project-z79wm
1666194795,372,project-z79wm
1666194810,372,project-z79wm
1666194825,372,project-z79wm
1666194840,372,project-z79wm
1666194855,372,project-z79wm
1666194870,372,project-z79wm
1666194885,372,project-z79wm
1666194900,372,project-z79wm
1666194915,372,project-z79wm
1666194930,372,project-z79wm
1666194945,372,project-z79wm
1666194960,372,project-z79wm
1666194975,372,project-z79wm
1666194990,372,project-z79wm
1666195005,372,project-z79wm
1666195020,372,project-z79wm
1666195035,372,project-z79wm
1666195050,372,project-z79wm
1666195065,372,project-z79wm
1666194150,0,project-zw7bp
1666194165,0,project-zw7bp
1666194180,9,project-zw7bp
1666194195,20,project-zw7bp
1666194210,25,project-zw7bp
1666194225,38,project-zw7bp
1666194240,43,project-zw7bp
1666194255,57,project-zw7bp
1666194270,60,project-zw7bp
1666194285,76,project-zw7bp
1666194300,84,project-zw7bp
1666194315,95,project-zw7bp
1666194330,102,project-zw7bp
1666194345,114,project-zw7bp
1666194360,119,project-zw7bp
1666194375,133,project-zw7bp
1666194390,137,project-zw7bp
1666194405,147,project-zw7bp
1666194420,156,project-zw7bp
1666194435,170,project-zw7bp
1666194450,175,project-zw7bp
1666194465,188,project-zw7bp
1666194480,196,project-zw7bp
1666194495,200,project-zw7bp
1666194510,203,project-zw7bp
1666194525,219,project-zw7bp
1666194540,223,project-zw7bp
1666194555,235,project-zw7bp
1666194570,239,project-zw7bp
1666194585,254,project-zw7bp
1666194600,262,project-zw7bp
1666194615,276,project-zw7bp
1666194630,281,project-zw7bp
1666194645,290,project-zw7bp
1666194660,293,project-zw7bp
1666194675,305,project-zw7bp
1666194690,314,project-zw7bp
1666194705,325,project-zw7bp
1666194720,330,project-zw7bp
1666194735,341,project-zw7bp
1666194750,350,project-zw7bp
1666194765,368,project-zw7bp
1666194780,370,project-zw7bp
1666194795,370,project-zw7bp
1666194810,370,project-zw7bp
1666194825,370,project-zw7bp
1666194840,370,project-zw7bp
1666194855,370,project-zw7bp
1666194870,370,project-zw7bp
1666194885,370,project-zw7bp
1666194900,370,project-zw7bp
1666194915,370,project-zw7bp
1666194930,370,project-zw7bp
1666194945,370,project-zw7bp
1666194960,370,project-zw7bp
1666194975,370,project-zw7bp
1666194990,370,project-zw7bp
1666195005,370,project-zw7bp
1666195020,370,project-zw7bp
1666195035,370,project-zw7bp
1666195050,370,project-zw7bp
1666195065,370,project-zw7bp
1666194150,0,project-zx55r
1666194165,0,project-zx55r
1666194180,7,project-zx55r
1666194195,22,project-zx55r
1666194210,26,project-zx55r
1666194225,43,project-zx55r
1666194240,51,project-zx55r
1666194255,63,project-zx55r
1666194270,65,project-zx55r
1666194285,74,project-zx55r
1666194300,80,project-zx55r
1666194315,88,project-zx55r
1666194330,100,project-zx55r
1666194345,114,project-zx55r
1666194360,118,project-zx55r
1666194375,127,project-zx55r
1666194390,130,project-zx55r
1666194405,144,project-zx55r
1666194420,151,project-zx55r
1666194435,165,project-zx55r
1666194450,177,project-zx55r
1666194465,188,project-zx55r
1666194480,196,project-zx55r
1666194495,211,project-zx55r
1666194510,221,project-zx55r
1666194525,230,project-zx55r
1666194540,241,project-zx55r
1666194555,255,project-zx55r
1666194570,259,project-zx55r
1666194585,265,project-zx55r
1666194600,269,project-zx55r
1666194615,284,project-zx55r
1666194630,293,project-zx55r
1666194645,306,project-zx55r
1666194660,310,project-zx55r
1666194675,323,project-zx55r
1666194690,329,project-zx55r
1666194705,341,project-zx55r
1666194720,346,project-zx55r
1666194735,359,project-zx55r
1666194750,366,project-zx55r
1666194765,373,project-zx55r
1666194780,374,project-zx55r
1666194795,374,project-zx55r
1666194810,374,project-zx55r
1666194825,374,project-zx55r
1666194840,374,project-zx55r
1666194855,374,project-zx55r
1666194870,374,project-zx55r
1666194885,374,project-zx55r
1666194900,374,project-zx55r
1666194915,374,project-zx55r
1666194930,374,project-zx55r
1666194945,374,project-zx55r
1666194960,374,project-zx55r
1666194975,374,project-zx55r
1666194990,374,project-zx55r
1666195005,374,project-zx55r
1666195020,374,project-zx55r
1666195035,374,project-zx55r
1666195050,374,project-zx55r
1666195065,374,project-zx55r
