ts,value,pod
1666196049,0.0014457625277933333,webhosting-operator-898b48d54-fczkg
1666196064,0.0018253738902933333,webhosting-operator-898b48d54-fczkg
1666196079,0.002262042439423334,webhosting-operator-898b48d54-fczkg
1666196094,0.0031154748500000005,webhosting-operator-898b48d54-fczkg
1666196109,0.04227927777161548,webhosting-operator-898b48d54-fczkg
1666196124,0.047334990439388394,webhosting-operator-898b48d54-fczkg
1666196139,0.1668792098030889,webhosting-operator-898b48d54-fczkg
1666196154,0.19098512715725555,webhosting-operator-898b48d54-fczkg
1666196169,0.2633774836430667,webhosting-operator-898b48d54-fczkg
1666196184,0.30153925626806666,webhosting-operator-898b48d54-fczkg
1666196199,0.3925718073608156,webhosting-operator-898b48d54-fczkg
1666196214,0.41742007250147317,webhosting-operator-898b48d54-fczkg
1666196229,0.4307428265888889,webhosting-operator-898b48d54-fczkg
1666196244,0.4307428265888889,webhosting-operator-898b48d54-fczkg
1666196259,0.43374445495555547,webhosting-operator-898b48d54-fczkg
1666196274,0.43374445495555547,webhosting-operator-898b48d54-fczkg
1666196289,0.4137385383999999,webhosting-operator-898b48d54-fczkg
1666196304,0.4137385383999999,webhosting-operator-898b48d54-fczkg
1666196319,0.4656839992333334,webhosting-operator-898b48d54-fczkg
1666196334,0.4656839992333334,webhosting-operator-898b48d54-fczkg
1666196349,0.4980218009777778,webhosting-operator-898b48d54-fczkg
1666196364,0.4980218009777778,webhosting-operator-898b48d54-fczkg
1666196379,0.6131823396222221,webhosting-operator-898b48d54-fczkg
1666196394,0.6131823396222221,webhosting-operator-898b48d54-fczkg
1666196409,0.6043501633410365,webhosting-operator-898b48d54-fczkg
1666196424,0.6043501633410365,webhosting-operator-898b48d54-fczkg
1666196439,0.5453865923444444,webhosting-operator-898b48d54-fczkg
1666196454,0.5453865923444444,webhosting-operator-898b48d54-fczkg
1666196469,0.47178288487777803,webhosting-operator-898b48d54-fczkg
1666196484,0.47178288487777803,webhosting-operator-898b48d54-fczkg
1666196499,0.46454842876033403,webhosting-operator-898b48d54-fczkg
1666196514,0.46454842876033403,webhosting-operator-898b48d54-fczkg
1666196529,0.5806437837999999,webhosting-operator-898b48d54-fczkg
1666196544,0.5806437837999999,webhosting-operator-898b48d54-fczkg
1666196559,0.5608653204666666,webhosting-operator-898b48d54-fczkg
1666196574,0.5608653204666666,webhosting-operator-898b48d54-fczkg
1666196589,0.555920778788889,webhosting-operator-898b48d54-fczkg
1666196604,0.555920778788889,webhosting-operator-898b48d54-fczkg
1666196619,0.5897882309555557,webhosting-operator-898b48d54-fczkg
1666196634,0.5897882309555557,webhosting-operator-898b48d54-fczkg
1666196649,0.5168591105333332,webhosting-operator-898b48d54-fczkg
1666196664,0.5168591105333332,webhosting-operator-898b48d54-fczkg
1666196679,0.5228919444444446,webhosting-operator-898b48d54-fczkg
1666196694,0.5228919444444446,webhosting-operator-898b48d54-fczkg
1666196709,0.47548062640742617,webhosting-operator-898b48d54-fczkg
1666196724,0.47548062640742617,webhosting-operator-898b48d54-fczkg
1666196739,0.5546957516333332,webhosting-operator-898b48d54-fczkg
1666196754,0.5546957516333332,webhosting-operator-898b48d54-fczkg
1666196769,0.5417902226222218,webhosting-operator-898b48d54-fczkg
1666196784,0.5417902226222218,webhosting-operator-898b48d54-fczkg
1666196799,0.5721232682951236,webhosting-operator-898b48d54-fczkg
1666196814,0.5721232682951236,webhosting-operator-898b48d54-fczkg
1666196829,0.5909415406444445,webhosting-operator-898b48d54-fczkg
1666196844,0.5909415406444445,webhosting-operator-898b48d54-fczkg
1666196859,0.632489962766667,webhosting-operator-898b48d54-fczkg
1666196874,0.632489962766667,webhosting-operator-898b48d54-fczkg
1666196889,0.610673477177594,webhosting-operator-898b48d54-fczkg
1666196904,0.610673477177594,webhosting-operator-898b48d54-fczkg
1666196919,0.6492552255222221,webhosting-operator-898b48d54-fczkg
1666196934,0.6492552255222221,webhosting-operator-898b48d54-fczkg
1666196949,0.6506032067333333,webhosting-operator-898b48d54-fczkg
1666196964,0.6506032067333333,webhosting-operator-898b48d54-fczkg
1666196979,0.6129135003613719,webhosting-operator-898b48d54-fczkg
